tipo;id;nombre;icono_addon;icono_web;resultado;estado
rasgo;esa_sentidos;Sentidos agudos;;eps_wc3_nightelfcharm;eps_wc3_nightelfcharm;nuevo de la web
rasgo;esa_vision;Vision en la oscuridad;;eps_bg3_darkvision;eps_bg3_darkvision;nuevo de la web
rasgo;escarcha;Escarcha;;spell_deathknight_frostpresence;spell_deathknight_frostpresence;nuevo de la web
rasgo;escarcha_anillo_de_escarcha;Anillo de Escarcha;;;;sin icono
rasgo;escarcha_corazon_congelado;Corazón Congelado;;;;sin icono
rasgo;escarcha_garras_de_hielo;Garras de Hielo;;;;sin icono
rasgo;escarcha_invierno_implacable;Invierno Implacable;;;;sin icono
rasgo;escarcha_manos_de_escarcha;Manos de Escarcha;;;;sin icono
rasgo;escarcha_pilar_de_escarcha;Pilar de Escarcha;;;;sin icono
rasgo;exiliado_alterac;Exiliado de Alterac;achievement_zone_alteracmountains_01;achievement_zone_alteracmountains_01;achievement_zone_alteracmountains_01;del addon
rasgo;exodar;Draenei del Exodar;;draenei_m;draenei_m;nuevo de la web
rasgo;experto_armas_fuego;Experto en armas de fuego;inv_legendary_gun;inv_legendary_gun;inv_legendary_gun;del addon
rasgo;experto_ballestas;Experto en ballestas;inv_weapon_crossbow_09;inv_weapon_crossbow_09;inv_weapon_crossbow_09;del addon
rasgo;experto_habilidades;Experto en habilidades;ability_mage_studentofthemind;ability_mage_studentofthemind;ability_mage_studentofthemind;del addon
rasgo;explorador_mazmorras;Explorador de mazmorras;inv_enchanting_70_pet_torch;inv_enchanting_70_pet_torch;inv_enchanting_70_pet_torch;del addon
rasgo;feat_ac_animales;Trato con Animales;eps_bg3_speakwithanimals;eps_bg3_speakwithanimals;eps_bg3_speakwithanimals;del addon
rasgo;feat_ac_conjuros;Conjuros de bestias;ability_druid_mastershapeshifter;ability_druid_mastershapeshifter;ability_druid_mastershapeshifter;del addon
rasgo;feat_adf_armas;Competencia con armas de fuego;inv_weapon_rifle_04;inv_scroll_11;inv_scroll_11;sustituido por la web
rasgo;feat_adf_armero;Competencia con herramientas de armero;inv_misc_profession_book_engineering;inv_scroll_11;inv_scroll_11;sustituido por la web
rasgo;feat_adf_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_ar_agarre;Escapar de agarres;inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;feat_ar_competencia;Acrobacias o atletismo;inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;feat_ar_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_ar_velocidad;Velocidad;ability_rogue_sprint;ability_rogue_sprint;ability_rogue_sprint;del addon
rasgo;feat_av_aura;Aura del Vacio;inv_enchant_voidsphere;inv_enchant_voidsphere;inv_enchant_voidsphere;del addon
rasgo;feat_av_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_av_reroll;Daño necrotico;spell_necro_deathrift;spell_necro_deathrift;spell_necro_deathrift;del addon
rasgo;feat_de_correr;Carrera a cuatro patas;ability_racial_runningwild;ability_racial_runningwild;ability_racial_runningwild;del addon
rasgo;feat_de_garras;Garras;ability_racial_flayer;ability_racial_flayer;ability_racial_flayer;del addon
rasgo;feat_de_mordisco;Mordisco y garras;inv_misc_monsterfang_02;inv_misc_monsterfang_02;inv_misc_monsterfang_02;del addon
rasgo;feat_de_olfato;Olfato agudo;eps_wc3_enchantedbear;eps_wc3_enchantedbear;eps_wc3_enchantedbear;del addon
rasgo;feat_eaf_cercania;Sin desventaja en cercania;spell_misc_hellifrepvpcombatmorale;spell_misc_hellifrepvpcombatmorale;spell_misc_hellifrepvpcombatmorale;del addon
rasgo;feat_eaf_extra;Disparo adicional;ability_hunter_rapidregeneration;ability_hunter_rapidregeneration;ability_hunter_rapidregeneration;del addon
rasgo;feat_eaf_recarga;Sin recarga;ability_hunter_lockandload;ability_hunter_lockandload;ability_hunter_lockandload;del addon
rasgo;feat_fe_esquivar;Esquivar y curar;XinZhao_Determination;XinZhao_Determination;XinZhao_Determination;del addon
rasgo;feat_fe_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_fo_dado;Golpe furioso;ability_warrior_deepcuts;ability_warrior_deepcuts;ability_warrior_deepcuts;del addon
rasgo;feat_fo_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_fo_reaccion;Furia implacable;ability_warrior_warcry;ability_warrior_warcry;ability_warrior_warcry;del addon
rasgo;feat_ge_conjuro;Espiritu sanador;spell_nature_healingwavelesser;spell_nature_healingwavelesser;spell_nature_healingwavelesser;del addon
rasgo;feat_ge_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_ge_miedo;Valor espiritual;eps_lol_profileicon_runespirit2;eps_lol_profileicon_runespirit2;eps_lol_profileicon_runespirit2;del addon
rasgo;feat_gma_adicional;Ataque adicional;eps_bg3_multiattack;eps_bg3_multiattack;eps_bg3_multiattack;del addon
rasgo;feat_gma_potente;Golpe potente;ability_rogue_sabreslash;ability_rogue_sabreslash;ability_rogue_sabreslash;del addon
rasgo;feat_hd_espiritu;Espiritu protector;ability_racial_ultravision;ability_racial_ultravision;ability_racial_ultravision;del addon
rasgo;feat_hd_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_hd_sigilo;Sigilo en penumbra;ability_racial_shadowmeld;ability_racial_shadowmeld;ability_racial_shadowmeld;del addon
rasgo;feat_mae_armas;Armas exoticas;inv_sword_109;inv_sword_109;inv_sword_109;del addon
rasgo;feat_mae_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_mb_cercania;Sin desventaja en cercania;spell_misc_hellifrepvpcombatmorale;spell_misc_hellifrepvpcombatmorale;spell_misc_hellifrepvpcombatmorale;del addon
rasgo;feat_mb_potente;Conjuro potente;ArcaneIntensity;ArcaneIntensity;ArcaneIntensity;del addon
rasgo;feat_mb_trucos;Trucos de Mago;spell_mage_arcaneorb;spell_mage_arcaneorb;spell_mage_arcaneorb;del addon
rasgo;feat_mesc_defensa;Defensa con escudo;inv_shield_05;inv_shield_05;inv_shield_05;del addon
rasgo;feat_mesc_embate;Embate con escudo;ability_warrior_shieldbash;ability_warrior_shieldbash;ability_warrior_shieldbash;del addon
rasgo;feat_mq_alquimista;Suministros de alquimista;inv_misc_5potionbag_special;inv_misc_5potionbag_special;inv_misc_5potionbag_special;del addon
rasgo;feat_mq_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_mq_mejora;Mejorar pocion;eps_hs_bloodfurypotion;eps_hs_bloodfurypotion;eps_hs_bloodfurypotion;del addon
rasgo;feat_mq_pocion;Identificar pocion;eps_bg3_identify;eps_bg3_identify;eps_bg3_identify;del addon
rasgo;feat_pe_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_pe_reroll;Precision;Tyrande_HuntersMark;Tyrande_HuntersMark;Tyrande_HuntersMark;del addon
rasgo;feat_phb_2armas;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_acechador;Beneficios;inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;feat_phb_actor_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_actor_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_afortunado;Suerte;inv_misc_herb_goldclover_leaf;inv_misc_herb_goldclover_leaf;inv_misc_herb_goldclover_leaf;del addon
rasgo;feat_phb_alerta_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_alerta_ini;Iniciativa;ability_rogue_fleetfooted;ability_rogue_fleetfooted;ability_rogue_fleetfooted;del addon
rasgo;feat_phb_amedias;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_apes_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_apes_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_apesadas;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_apresador;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_asta;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_atleta_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_atleta_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_azote;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_ballestas;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_carga;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_centinela;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_duelista;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_duro;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_escudos;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_habilidoso;Competencias;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_iniciado;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_lacor_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_lacor_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_lcombate;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_lider;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_ling_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_ling_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_lpreciso;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_lritual;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_macor_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_macor_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_marmas_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_marmas_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_maton_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_maton_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_mazmorras;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_mente_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_mente_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_montado;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_movil;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_muyacor_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_muyacor_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_obs_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_obs_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_resiliente;Caracteristica y salvacion;inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;feat_phb_resistente_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_resistente_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_phb_salvaje;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_sanador;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_tirador;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_versarmas;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_phb_verselem;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_pr_competencia;Competencia en habilidad;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_pr_extra;Herramienta e idioma;;inv_misc_note_05;inv_misc_note_05;nuevo de la web
rasgo;feat_pr_pericia;Pericia;ability_rogue_stayofexecution;ability_rogue_stayofexecution;ability_rogue_stayofexecution;del addon
rasgo;feat_rf_conocimiento;Conocimiento del enemigo;d3_berserkerrage;d3_berserkerrage;d3_berserkerrage;del addon
rasgo;feat_rf_enemigos;Enemigos jurados;eps_lol_gnar_ragegene;eps_lol_gnar_ragegene;eps_lol_gnar_ragegene;del addon
rasgo;feat_rf_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_rf_oportunidad;Reflejos contra enemigos;d3_battlerage;d3_battlerage;d3_battlerage;del addon
rasgo;feat_rt_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_rt_pg;Vitalidad Tauren;eps_wc3h_taurenanger;eps_wc3h_taurenanger;eps_wc3h_taurenanger;del addon
rasgo;feat_rt_piel;Piel gruesa;inv_misc_nativebeastskin;inv_misc_nativebeastskin;inv_misc_nativebeastskin;del addon
rasgo;feat_ta_conjuro;Paso brumoso;eps_lol_shen_shadowdashold;eps_lol_shen_shadowdashold;eps_lol_shen_shadowdashold;del addon
rasgo;feat_ta_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_artif;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_artif_tool;Herramientas de artesano;inv_scroll_11;inv_scroll_11;inv_scroll_11;del addon
rasgo;feat_tco_cocinero_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_cocinero_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_cort_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_cort_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_envenenador;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_exph_exp;Pericia;ability_rogue_stayofexecution;ability_rogue_stayofexecution;ability_rogue_stayofexecution;del addon
rasgo;feat_tco_exph_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_exph_prof;Competencia en habilidad;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_gunner_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_gunner_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_hadas_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_hadas_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_inicomb;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_metamagia;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_perf_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_perf_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_sobren;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_sombras_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_sombras_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_telek_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_telek_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_telep_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_telep_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feat_tco_trit_b;Beneficios;;inv_scroll_11;inv_scroll_11;nuevo de la web
rasgo;feat_tco_trit_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;feral;Feral;;ability_druid_catform;ability_druid_catform;nuevo de la web
rasgo;feral_afinidad_superior_feral_o_guar;Afinidad Superior Feral o Guardiana;;;;sin icono
rasgo;feral_encarnacion_guardian_de_las_ti;Encarnación: Guardián de las Tierras Salvajes;;;;sin icono
rasgo;feral_mutilacion_brutal;Mutilación Brutal;;;;sin icono
rasgo;feriante_luna_negra;Feriante de la luna negra;poster_darkmoon1;poster_darkmoon1;poster_darkmoon1;del addon
rasgo;forajido;Forajido;;ability_rogue_waylay;ability_rogue_waylay;nuevo de la web
rasgo;forastero;Forastero;achievement_bg_dg_master_of_the_deepwind_gorge;achievement_bg_dg_master_of_the_deepwind_gorge;achievement_bg_dg_master_of_the_deepwind_gorge;del addon
rasgo;forjado_luz;Draenei Forjado por la Luz;;lightforged_m;lightforged_m;nuevo de la web
rasgo;forjador_torio;Forjador de la hermandad del torio;ability_racial_massproduction;ability_racial_massproduction;ability_racial_massproduction;del addon
rasgo;forjaz;Enano de Forjaz;;dwarf_m;dwarf_m;nuevo de la web
rasgo;fortaleza_enana;Fortaleza enana;WH_DeadlyDetermination;WH_DeadlyDetermination;WH_DeadlyDetermination;del addon
rasgo;fuego;Fuego;;spell_fire_flamebolt;spell_fire_flamebolt;nuevo de la web
rasgo;fuego_combustion;Combustión;;;;sin icono
rasgo;fuego_prender;Prender;;;;sin icono
rasgo;furia;Ira;;ability_warrior_innerrage;ability_warrior_innerrage;nuevo de la web
rasgo;furia_berserker_enloquecido;Berserker Enloquecido;;;;sin icono
rasgo;furia_critico_devastador;Crítico Devastador;;;;sin icono
rasgo;furia_furia_focalizada;Ira Focalizada;;;;sin icono
rasgo;furia_orca;Furia orca;spell_winston_rage;spell_winston_rage;spell_winston_rage;del addon
rasgo;furia_sed_de_sangre;Sed de Sangre;;;;sin icono
rasgo;gno_artifice;Conocimientos del artifice;;inv_misc_enggizmos_12;inv_misc_enggizmos_12;nuevo de la web
rasgo;gno_escapista;Escapista;;eps_bg3_sprint;eps_bg3_sprint;nuevo de la web
rasgo;gno_gnom_inc;Incremento de caracteristica;;hd_plussign_paladin;hd_plussign_paladin;nuevo de la web
rasgo;gno_gnom_ingenieria;Ingenieria gnomica;;inv_gizmo_01;inv_gizmo_01;nuevo de la web
rasgo;gno_gnom_mente;Mente expansiva;;dos2_mind;dos2_mind;nuevo de la web
rasgo;gno_idiomas;Idiomas;;inv_misc_note_05;inv_misc_note_05;nuevo de la web
rasgo;gno_inc;Incremento de caracteristica;;hd_plussign_mage;hd_plussign_mage;nuevo de la web
rasgo;gno_mec_inc;Incremento de caracteristica;;hd_plussign_deathknight;hd_plussign_deathknight;nuevo de la web
rasgo;gno_mec_mejoras;Mejoras mecanicas;;inv_mechagon_wrench;inv_mechagon_wrench;nuevo de la web
rasgo;gnomeregan;Gnomo de Gnomeregan;;achievement_character_gnome_male;achievement_character_gnome_male;nuevo de la web
rasgo;gnomo;Gnomo;;gnome_m;gnome_m;nuevo de la web
rasgo;gob_esquivar;Esquivar;ability_racial_timeismoney;ability_racial_timeismoney;ability_racial_timeismoney;del addon
rasgo;gob_familiaridad;Familiaridad mecanica;inv_eng_gizmo3;inv_eng_gizmo3;inv_eng_gizmo3;del addon
rasgo;gob_idiomas;Idiomas;;inv_misc_note_05;inv_misc_note_05;nuevo de la web
rasgo;gob_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;gob_ingenieria;Ingenieria Goblin;inv_gizmo_rocketlauncher;inv_gizmo_rocketlauncher;inv_gizmo_rocketlauncher;del addon
rasgo;gob_tratos;Mejores tratos;achievement_guildperk_bartering;achievement_guildperk_bartering;achievement_guildperk_bartering;del addon
rasgo;goblin;Goblin;;achievement_goblinhead;achievement_goblinhead;nuevo de la web
rasgo;gran_maestro_armas;Gran maestro de armas;ability_warrior_unrelentingassault;ability_warrior_unrelentingassault;ability_warrior_unrelentingassault;del addon
rasgo;guardia_ciudad;Guardia de ciudad;;ability_warrior_vigilance;ability_warrior_vigilance;nuevo de la web
rasgo;guardian_salvaje;Guardian de lo salvaje;;ability_hunter_huntervswild;ability_hunter_huntervswild;nuevo de la web
rasgo;gue_arm_arrollar;Arrollar;;ability_warrior_unrelentingassault;ability_warrior_unrelentingassault;nuevo de la web
rasgo;gue_arm_intrepido;Intrepido;;ability_warrior_revenge;ability_warrior_revenge;nuevo de la web
rasgo;gue_fur_desatada;Ira desatada;ability_warrior_innerrage;ability_warrior_innerrage;ability_warrior_innerrage;del addon
rasgo;gue_fur_temible;Temible;ability_warrior_intensifyrage;ability_warrior_intensifyrage;ability_warrior_intensifyrage;del addon
rasgo;gue_pro_control;Control de ira;;ability_warrior_focusedrage;ability_warrior_focusedrage;nuevo de la web
rasgo;gue_pro_provocacion;Provocacion;;ability_physical_taunt;ability_physical_taunt;nuevo de la web
rasgo;guerrero;Guerrero;;classicon_warrior;classicon_warrior;nuevo de la web
rasgo;guerrero_accion_adicional;Accion adicional;ability_warrior_offensivestance;ability_warrior_offensivestance;ability_warrior_offensivestance;del addon
rasgo;guerrero_arquetipo_marcial;Arquetipo marcial;ability_warrior_savageblow;ability_warrior_savageblow;ability_warrior_savageblow;del addon
rasgo;guerrero_ataque_extra;Ataque adicional;eps_bg3_multiattack;eps_bg3_multiattack;eps_bg3_multiattack;del addon
rasgo;guerrero_ataque_extra_2;Ataque adicional (2);;;;sin icono
rasgo;guerrero_estilo_combate;Estilo de combate;;ability_dualwield;ability_dualwield;nuevo de la web
rasgo;guerrero_furia_interna;Ira interna;ability_warrior_innerrage;ability_warrior_innerrage;ability_warrior_innerrage;del addon
rasgo;guerrero_segundo_aliento;Segundo aliento;;ability_hunter_harass;ability_hunter_harass;nuevo de la web
rasgo;guerreros;Clanes Guerreros;;eps_wc3h_orcwarlord;eps_wc3h_orcwarlord;nuevo de la web
rasgo;guia_espiritual;Guia espiritual;eps_lol_profileicon_runespirit;eps_lol_profileicon_runespirit;eps_lol_profileicon_runespirit;del addon
rasgo;habilidoso;Habilidoso;ability_kaztik_dominatemind;ability_kaztik_dominatemind;ability_kaztik_dominatemind;del addon
rasgo;heredero;Heredero;inv_icon_heirloomtoken_weapon02;inv_icon_heirloomtoken_weapon02;inv_icon_heirloomtoken_weapon02;del addon
rasgo;herencia_darnassiana;Herencia darnassiana;eps_wc3_nightelfflag;eps_wc3_nightelfflag;eps_wc3_nightelfflag;del addon
rasgo;heroe_pueblo;Heroe del pueblo;achievement_guild_forgreatjusticerank2;achievement_guild_forgreatjusticerank2;achievement_guild_forgreatjusticerank2;del addon
rasgo;hielo;Troll de Hielo;;eps_wc3_icetrollshadowpriest;eps_wc3_icetrollshadowpriest;nuevo de la web
rasgo;hierro_negro;Enano Hierro Negro;;darkiron_m;darkiron_m;nuevo de la web
rasgo;hua_cazador;Conocimiento del Cazador;hd_book2motif_gilneas;hd_book2motif_gilneas;hd_book2motif_gilneas;del addon
rasgo;hua_dos_formas;Dos formas;;eps_wc3h_worgencurse;eps_wc3h_worgencurse;nuevo de la web
rasgo;hua_idiomas;Idiomas;;inv_misc_note_05;inv_misc_note_05;nuevo de la web
rasgo;hua_inc;Incremento de caracteristica;;hd_plussign_hunter;hd_plussign_hunter;nuevo de la web
rasgo;hua_mordida;Mordida;;inv_misc_monsterfang_02;inv_misc_monsterfang_02;nuevo de la web
rasgo;hua_oido;Oido y olfato agudo;;ability_shaman_freedomwolf;ability_shaman_freedomwolf;nuevo de la web
rasgo;hua_salto;Salto de pie;;eps_bg3_jump;eps_bg3_jump;nuevo de la web
rasgo;hua_vision;Vision en la oscuridad;;eps_bg3_darkvision;eps_bg3_darkvision;nuevo de la web
rasgo;huargen;Huargen;;achievement_worganhead;achievement_worganhead;nuevo de la web
rasgo;huerfano;Huerfano;;eps_lol_profileicon_ezbereal;eps_lol_profileicon_ezbereal;nuevo de la web
rasgo;hum_determinacion;Determinacion;;ability_warrior_rallyingcry;ability_warrior_rallyingcry;nuevo de la web
rasgo;hum_espiritu;Espiritu Humano;;inv_enchant_shardbrilliantsmall;inv_enchant_shardbrilliantsmall;nuevo de la web
rasgo;hum_idiomas;Idiomas;;inv_misc_note_05;inv_misc_note_05;nuevo de la web
rasgo;hum_inc_1;Incremento de caracteristica (+1);;hd_plussign_priest;hd_plussign_priest;nuevo de la web
rasgo;hum_inc_2;Incremento de caracteristica (+2);;hd_plussign_priest;hd_plussign_priest;nuevo de la web
rasgo;hum_versatilidad;Versatilidad de habilidades;inv_misc_book_08;inv_misc_book_08;inv_misc_book_08;del addon
rasgo;humano;Humano;;achievement_character_human_male;achievement_character_human_male;nuevo de la web
rasgo;iniciado_artificiero;Iniciado artificiero;eps_lol_profileicon_elementofmagma;eps_lol_profileicon_elementofmagma;eps_lol_profileicon_elementofmagma;del addon
rasgo;iniciado_combate;Iniciado en el combate;ability_rogue_combatreadiness;ability_rogue_combatreadiness;ability_rogue_combatreadiness;del addon
rasgo;iniciado_magia;Iniciado en la magia;spell_mage_presenceofmind;spell_mage_presenceofmind;spell_mage_presenceofmind;del addon
rasgo;ira;Ira;;ability_demonhunter_chaoticimprint_fire;ability_demonhunter_chaoticimprint_fire;nuevo de la web
rasgo;jungla;Troll de la Jungla;;achievement_character_troll_male;achievement_character_troll_male;nuevo de la web
rasgo;lanzador_combate;Lanzador en combate;ability_mage_burnout;ability_mage_burnout;ability_mage_burnout;del addon
rasgo;lanzador_preciso;Lanzador preciso;eps_lol_profileicon_truedamage;eps_lol_profileicon_truedamage;eps_lol_profileicon_truedamage;del addon
rasgo;lanzador_ritual;Lanzador ritual;hots_mageprofile;hots_mageprofile;hots_mageprofile;del addon
rasgo;lider_inspirador;Lider inspirador;achievement_guildperk_everyones a hero;achievement_guildperk_everyones a hero;achievement_guildperk_everyones a hero;del addon
rasgo;ligeramente_acorazado;Ligeramente acorazado;inv_chest_chain_03;inv_chest_chain_03;inv_chest_chain_03;del addon
rasgo;linguista;Linguista;trade_archaeology_silverscrollcase;trade_archaeology_silverscrollcase;trade_archaeology_silverscrollcase;del addon
rasgo;maestro_armaduras_medias;Maestro en armaduras medias;inv_chest_chain_05;inv_chest_chain_05;inv_chest_chain_05;del addon
rasgo;maestro_armaduras_pesadas;Maestro en armaduras pesadas;inv_chest_plate02;inv_chest_plate02;inv_chest_plate02;del addon
